Longitude,Latitude,Level
82.7268357011245,37.078307543223,5
82.72668626344641,37.07626113273665,5
82.72950067305048,37.07699198967793,5
82.72481829247027,37.07626113273666,5
82.72501754270775,37.07833677790761,5
82.71931400466057,37.08070481066368,5
82.7212068819164,37.07365931761769,5
82.7170724394892,37.07389318636655,3
82.71866644138885,37.072168414898336,3
82.72287560265508,37.07020980572275,5
82.72160538239133,37.06734503110293,5
82.71744603368447,37.08459316184453,5
82.7223525707818,37.09049901539592,5
82.72740854555724,37.08579185152791,5
82.73106976867047,37.083423719864655,5
82.73124411262826,37.08587956099235,5
82.73101995611111,37.086815132543656,5
82.72780704603213,37.08830621455923,5
82.73052183051746,37.08099716357944,5
82.7300735174832,37.079067647303155,5
82.71366027917277,37.07488713355824,4
82.71358556033371,37.08184499100352,5
82.71779472159997,37.090703678822024,3
82.71717206460788,37.09780863672179,2
82.69276391051957,37.07325004838756,1
82.72564019969974,37.104007539477514,3
82.70895299231286,37.11547049308637,1
82.71383462313052,37.12114388481173,1
82.71373499801183,37.100586407890304,2
82.70818089764273,37.080500164040146,3
82.71978722397449,37.059394172821726,3
82.71649959505649,37.05080081379019,5
82.71246477774801,37.03349901730835,5
82.67789486154949,37.04548141897013,2
82.69144387769646,37.04407854034042,2
82.7046442059279,37.03642144570582,2
82.72994898608476,37.03387892903871,1
82.72720929531975,37.04247109509262,1
82.74942569679605,37.07707969280552,5
82.7374706825487,37.07801519676284,5
82.73149317542504,37.07029750396761,5
82.73109467495011,37.06503572100749,5
82.75042194798331,37.06082645824369,5
82.74334856455363,37.05790344464988,5
82.7414556872978,37.06503572100749,5
82.75689758070061,37.04551064577994,3
82.75948783378753,37.0624633764841,3
82.77582635325888,37.04819954226318,1
82.7661627167423,37.03627532262221,1
82.75689758070061,37.02423538222219,1
82.73986168539815,37.00343129650819,3
82.73876580909214,37.0054180503277,3
82.75719645605679,36.99945788592423,4
82.76745784328574,36.99501716839006,4
82.7737342257656,37.01757301349943,2
82.76915147030412,37.019910645288206,2
82.762974712943,37.006937354491335,3
82.73587668064906,37.03545703659048,2
82.72860404698193,37.01885870543867,4
82.71226552751055,37.01885870543867,4
82.69214125352757,37.01172913003072,4
82.70140638956924,37.00249636472909,5
82.67540423358132,37.02727447830961,5
82.68676149711627,37.02400160873717,5
82.668928600864,37.029144728934156,3
82.67739673595585,37.00588552651666,5
82.67909036297424,36.990576612454525,3
82.68735924782864,36.98940807195813,3
82.69283862935866,36.994666592309684,4
82.70280114123145,36.961600109016814,2
82.66454509563998,36.96043184585146,2
82.64541707284427,36.94150753929812,3
82.67689861036223,36.93847057791874,5
82.68765812318482,36.94337647613304,4
82.68347386819825,36.92784180750289,3
82.67072185300111,36.92480518575134,3
82.71854190999042,36.93625130772663,4
82.72013591189007,36.947932129459666,4
82.71575240666604,36.96124962889366,3
82.72153066355224,36.96744159250499,3
82.72930142281301,36.97865802429844,2
82.73707218207379,36.95260477091096,4
82.72720929531974,36.932163283941,2
82.70529176919962,36.91627968949486,4
82.71116965120456,36.9203671819844,4
82.69672400898902,36.917447530544166,4
82.62947705384781,36.90285031924244,4
82.62848080266052,36.921301485174986,4
82.60775877796515,36.91359369742309,4
82.84118043114428,37.03218394738273,4
82.86060732929619,37.074273224040994,2
82.8003341324659,37.059891086264976,2
82.80093188317827,37.087487579035574,4
82.77423235135925,37.10210689894891,4
82.82344716001076,37.11076236364594,4
82.82673478892876,37.09239947472831,3
82.75281295083279,37.10818905309769,3
82.74085793658546,37.110060546282966,3
82.76456871484267,37.07719663040727,3
82.77483010207162,37.068660480472154,3
82.82434378607931,37.12187501123115,1
82.84825381457398,37.123512750351175,1
82.86160358048348,37.09473854231777,1
82.85184031884818,37.030664328689134,2
82.85861482692164,36.934732882925786,3
82.80133038365317,36.94734806184618,3
82.80481726280864,36.928192191791204,3
82.79146749689913,36.927958602154035,4
82.78658586608147,36.941624347012656,4
82.77004809637266,36.91149165783822,4
82.7952532514108,36.920483969492636,3
82.81517827515634,36.91476151281105,5
82.63166880645979,36.877163458821855,2
82.66444547052123,36.89397606659964,2
82.64631369891278,36.91289301354533,2
82.6345579349029,36.92900975903753,2
82.64970095294952,36.88066589488611,2
82.58614012720119,36.8442454590175,3
82.67042297764488,36.8349086309913,4
82.66843047527031,36.8598862414397,4
82.6873592478286,36.87366112302432,4
82.66344921933393,36.80876929878082,1
82.63635118703996,36.80620234370986,2
82.77941285753305,36.839576956006496,2
82.71465653036,36.8442454590175,3
82.61572878746335,36.909156100689785,3
82.5653184773871,36.85731821465681,2
82.5944090120556,36.897478984131155,2
82.71415840476638,36.89911371331855,2
82.73019804888155,36.90436834801678,2
82.74598863019989,36.984441899665704,5
82.75326126386699,36.993790156515104,5
82.75585151695392,36.99262158524736,5
82.73273848940907,36.99484188022395,4
82.72377222872358,36.98397450561872,3
82.69089593954342,36.981287024581086,3
82.71191683959498,36.99192044785796,3
82.71560296898791,36.993790156515104,3
82.7310448623907,37.010385076434744,3
82.66887878830458,37.021488572075164,4
82.67236566746004,36.99308901241163,4
82.64118300529826,36.96481289035319,5
82.63929012804243,36.961191215637584,5
82.6309216180693,36.935375291115534,4
82.69966294999142,37.061703375994824,3
82.70982471210166,37.06521111011171,4
82.74324893943484,37.087370631552844,5
82.73024786144086,37.094680065080404,5
82.74877813352421,37.07971081599892,3
82.76506684043622,37.072811547166815,2
82.78698436655633,37.110762363645925,3
82.80133038365308,37.083862259291166,3
82.7858884902503,37.072636147120505,2
82.77522860254642,37.11754680679589,1
82.75082044845811,37.12058823167069,1
82.74753281954011,37.1122829818146,2
82.74842944560866,37.099533771358196,3
82.75380920201997,37.083862259291166,3
82.78728324191249,37.09052825300713,3
82.84825381457388,37.060358771356796,4
82.83719542639511,37.04960246832471,3
82.83052054344033,37.0416527674724,3
82.80033413246582,37.043757049595065,4
82.79903900592237,37.03054743572792,3
82.79973638175346,37.0166379733289,4
82.78738286703121,37.01698861255281,4
82.79754462914147,36.986136218090216,2
82.79874013056619,37.00717109527282,3
82.79714612866655,36.97970961761688,3
82.79345999927361,36.971764470212946,3
82.81727040264954,36.956927123411,4
82.82902616665943,36.9418579627768,2
82.82454303631668,36.94617993499719,2
82.76377171389274,36.9333312767807,2
82.77393347600297,36.94793212945963,2
82.74016056075423,36.92480518575134,3
82.7331868024433,36.90962320854997,3
82.71923928582143,36.91592933935578,3
82.71336140381648,36.941390731695236,3
82.6893517502031,36.924629998336954,2
82.68486861986034,36.92083433268692,2
82.67679898524338,36.91009031819485,2
82.84994744159222,36.9777232822872,1
82.84895119040493,36.99338115529849,1
82.87266196866216,36.947348061846164,1
82.87983497721055,36.915111859602966,1
82.72760779579455,36.86980866943908,1
82.79654837795415,36.89245816682851,1
82.65328745722364,36.84039393118344,2
82.69991201278823,36.84622962670432,3
82.59948989311067,36.868641283208405,2
82.60566665047179,36.861403737139504,2
82.55386158873337,36.85019805855646,1
82.77572672814007,36.97445174161186,3
82.76596346650476,36.98812269033493,4
82.77836679378636,37.0129563223348,3
82.79878994312556,37.01248881904887,2
82.79684725331032,36.94507022483705,3
82.79336037415486,36.933856877201016,3
82.76407058924889,36.90267516328891,2
82.74314931431604,36.90430996194618,2
82.69273900423981,36.83263288707423,2
82.83500367378305,36.96177534945557,4
82.84262499536568,36.9585626480333,3
82.80451838745232,36.973517031807525,1
82.8040202618587,36.98660362041546,2
82.77443160159655,36.98216337059167,2
